x,y,z,bx,by,bz
0.1443375672974064,0.0,-0.15,0.1182158489498893,0.3950961794253764,1021.3731750747348
0.1443375672974064,0.0,-0.075,0.0977546205264376,0.3954090671440251,1021.3422940896122
0.1443375672974064,0.0,0.0,0.0819507968387155,0.3921787006632351,1021.3129063210704
0.1443375672974064,0.0,0.0749999999999999,0.0694897405299232,0.3844060934442979,1021.2827332895672
0.1443375672974064,0.0,0.15,0.0544378614905238,0.3728950383164081,1021.2541715811732
0.1105689913614897,0.0927783998710698,-0.15,0.0746102094221252,0.3785182183041424,1021.3668319206926
0.1105689913614897,0.0927783998710698,-0.075,0.0589729367111684,0.3756066642388916,1021.3324980082836
0.1105689913614897,0.0927783998710698,0.0,0.0488075649236661,0.3707880782665623,1021.3013885796112
0.1105689913614897,0.0927783998710698,0.0749999999999999,0.0405054209681874,0.3626072011892717,1021.2698921644558
0.1105689913614897,0.0927783998710698,0.15,0.0303855444235578,0.3490050341242005,1021.2398522514565
0.0250639555300725,0.1421447553254071,-0.15,0.0039755582234262,0.383301687273938,1021.3653981302444
0.0250639555300725,0.1421447553254071,-0.075,-0.0048151745094309,0.3754669467771742,1021.3277760414888
0.0250639555300725,0.1421447553254071,0.0,-0.0119768188912967,0.3664961364440521,1021.2935442919388
0.0250639555300725,0.1421447553254071,0.0749999999999999,-0.016938210166784,0.3552940028125106,1021.2593745801498
0.0250639555300725,0.1421447553254071,0.15,-0.0212192797307774,0.3388381767000525,1021.2286529633786
-0.0721687836487031,0.125,-0.15,-0.0618852011211004,0.402614053816093,1021.3830551619344
-0.0721687836487031,0.125,-0.075,-0.0710857936493509,0.3916627970254381,1021.3431886738967
-0.0721687836487031,0.125,0.0,-0.0766069994475601,0.3800525979986013,1021.3070249006048
-0.0721687836487031,0.125,0.0749999999999999,-0.0804799966628199,0.3648442403950568,1021.271765421473
-0.0721687836487031,0.125,0.15,-0.0848119034105941,0.345468132150043,1021.2384296011944
-0.1356329468915622,0.0493663554543373,-0.15,-0.0941045753313492,0.4256081933352307,1021.4143760483572
-0.1356329468915622,0.0493663554543373,-0.075,-0.106856104211309,0.4155147557382574,1021.3752105988376
-0.1356329468915622,0.0493663554543373,0.0,-0.11353947367388,0.4026879532783321,1021.3385951107743
-0.1356329468915622,0.0493663554543373,0.0749999999999999,-0.1198920577842901,0.3856445910197879,1021.301996106138
-0.1356329468915622,0.0493663554543373,0.15,-0.1276516663409317,0.36488920042448,1021.266375390928
-0.1356329468915622,-0.0493663554543372,-0.15,-0.0787399737167919,0.4466636596481718,1021.43398864121
-0.1356329468915622,-0.0493663554543372,-0.075,-0.094939059835056,0.4387670605102859,1021.39638652041
-0.1356329468915622,-0.0493663554543372,0.0,-0.1048381523096315,0.4251686340167664,1021.360048259312
-0.1356329468915622,-0.0493663554543372,0.0749999999999999,-0.1140054281233019,0.4083954050105111,1021.323668924015
-0.1356329468915622,-0.0493663554543372,0.15,-0.1257903382623958,0.3888059421230272,1021.2891526378696
-0.0721687836487032,-0.1249999999999999,-0.15,-0.0250318351997008,0.4576991580898397,1021.4252219791914
-0.0721687836487032,-0.1249999999999999,-0.075,-0.042769414908747,0.4520268361807513,1021.389129769668
-0.0721687836487032,-0.1249999999999999,0.0,-0.0566944603396008,0.4409906902462397,1021.3552774716431
-0.0721687836487032,-0.1249999999999999,0.0749999999999999,-0.068943835471096,0.426413754043354,1021.3211840006564
